feature_1,feature_2,feature_3,feature_4,feature_1_2,feature_3_4,class
0.284484019,0.358518304,0.094906573,0.114631689,0.643002324,0.209538261,0
0.003145886,0.246813905,0.06094434,0.132304803,0.249959791,0.193249143,0
0.239906606,0.445075581,0.386430889,0.189693325,0.684982187,0.576124214,0
0.459024582,0.427779559,0.471966531,0.17817352,0.886804141,0.650140052,0
0.354077493,0.296003219,0.275730045,0.419304925,0.650080712,0.69503497,0
0.149001339,0.193724747,0.053692928,0.092011119,0.342726086,0.145704047,0
0.358240256,0.272158367,0.399696794,0.090595778,0.630398624,0.490292573,0
0.425295185,0.059964988,0.124882606,0.139888224,0.485260173,0.26477083,0
0.337988808,0.34082075,0.179068013,0.375383337,0.678809558,0.55445135,0
0.07310595,0.426762164,0.126545796,0.307938243,0.499868114,0.434484039,0
0.208480636,0.133925769,0.077754174,0.022703081,0.342406405,0.100457255,0
0.073351872,0.138485152,0.402932225,0.326350438,0.211837025,0.729282664,0
0.330909175,0.277892313,0.051096848,0.429347393,0.608801488,0.480444241,0
0.04576701,0.38989273,0.220040631,0.499503157,0.43565974,0.719543788,0
0.005654406,0.045708236,0.238728435,0.087952722,0.051362642,0.326681157,0
0.231918249,0.244238119,0.04998432,0.391551325,0.476156368,0.441535645,0
0.070538023,0.407881666,0.116537445,0.405612621,0.478419689,0.522150066,0
0.059948661,0.448950029,0.330918267,0.373305266,0.508898689,0.704223533,0
0.048269751,0.455326537,0.114337036,0.399596327,0.503596288,0.513933363,0
0.390476475,0.302693433,0.255011702,0.128579947,0.693169908,0.383591649,0
0.452028953,0.467467003,0.357245063,0.280248006,0.919495956,0.637493069,0
0.144336256,0.027187364,0.169594267,0.439524668,0.17152362,0.609118935,0
0.070625523,0.120131491,0.412986433,0.393530616,0.190757013,0.806517049,0
0.362919174,0.128562911,0.045787133,0.348973777,0.491482086,0.394760909,0
0.11521126,0.443012339,0.135281987,0.419251682,0.558223598,0.554533669,0
0.333453179,0.262587392,0.117620019,0.475130376,0.596040571,0.592750396,0
0.084516897,0.236274034,0.171629286,0.062567845,0.320790931,0.234197131,0
0.231207957,0.119238631,0.047418191,0.207688749,0.350446588,0.25510694,0
0.448065435,0.243340412,0.352387627,0.140451057,0.691405847,0.492838684,0
0.381202808,0.336268453,0.402060771,0.335361614,0.717471261,0.737422385,0
0.283442255,0.272073384,0.444092055,0.004500872,0.55551564,0.448592927,0
0.363083707,0.41686581,0.494473077,0.244111096,0.779949517,0.738584174,0
0.429982934,0.490134162,0.377768077,0.309601654,0.920117096,0.687369731,0
0.393956915,0.127965108,0.229734079,0.090926374,0.521922023,0.320660452,0
0.106718045,0.298652326,0.031143551,0.454751602,0.405370371,0.485895153,0
0.230070125,0.239787764,0.068901285,0.154733383,0.469857889,0.223634669,0
0.035435687,0.261023651,0.051823584,0.059007132,0.296459338,0.110830717,0
0.106227171,0.253970082,0.230989999,0.274633328,0.360197253,0.505623326,0
0.218442005,0.200720569,0.437714571,0.210275239,0.419162574,0.647989811,0
0.287543739,0.190530123,0.013191761,0.338734266,0.478073862,0.351926027,0
0.257492545,0.421715646,0.295909976,0.213169908,0.679208191,0.509079885,0
0.294668306,0.241650237,0.457489773,0.459021055,0.536318544,0.916510827,0
0.23176157,0.297404864,0.470285712,0.333971355,0.529166434,0.804257067,0
0.28098837,0.279856451,0.365164864,0.198318481,0.56084482,0.563483345,0
0.478024596,0.204856636,0.220900962,0.401392878,0.682881233,0.622293841,0
0.439381877,0.111984844,0.32939012,0.295192175,0.55136672,0.624582295,0
0.005195333,0.152220842,0.440193175,0.193726673,0.157416175,0.633919848,0
0.071948465,0.077911408,0.39931869,0.079693653,0.149859873,0.479012343,0
0.199928653,0.215537438,0.009237822,0.271188217,0.415466092,0.280426038,0
0.308436821,0.038567391,0.20538251,0.182671823,0.347004212,0.388054333,0
0.145094964,0.30315356,0.251685316,0.21759986,0.448248524,0.469285176,0
0.115834312,0.460673055,0.13152972,0.484960171,0.576507367,0.616489891,0
0.381276862,0.393033163,0.402501173,0.200821836,0.774310026,0.603323009,0
0.138564323,0.300992609,0.455089223,0.129413903,0.439556932,0.584503126,0
0.421764349,0.210514566,0.430456868,0.358747852,0.632278915,0.78920472,0
0.480322711,0.123839181,0.174234157,0.003970587,0.604161892,0.184628945,3_4
0.193871264,0.311516953,0.118046201,0.464218475,0.505388217,0.582264675,0
0.332706299,0.109096792,0.299479548,0.250871581,0.441803091,0.550351128,0
0.408810808,0.433939367,0.069153441,0.025782544,0.842750175,0.094935985,0
0.020239957,0.482624657,0.156153844,0.22584225,0.502864614,0.381996094,0
0.108000045,0.188344371,0.481801632,0.461856267,0.296344416,0.943657898,0
0.390003264,0.079787305,0.302032514,0.388775507,0.469790568,0.690808021,0
0.147451291,0.396770794,0.301032238,0.077921323,0.544222085,0.37895356,0
0.25227044,0.276378963,0.218647662,0.196927778,0.528649402,0.415575439,0
0.150292673,0.200860735,0.37348403,0.344115413,0.351153408,0.717599443,0
0.211907842,0.401456331,0.295633327,0.153357923,0.613364173,0.44899125,0
0.033730483,0.278653324,0.061557738,0.206762095,0.312383806,0.268319832,0
0.057888367,0.369347522,0.394618955,0.47199083,0.427235889,0.866609784,0
0.248552494,0.257314419,0.414643307,0.272628078,0.505866914,0.687271384,0
0.270750319,0.349387585,0.19716695,0.255044796,0.620137904,0.452211746,0
0.016944055,0.37663819,0.350652322,0.236042969,0.393582245,0.586695292,0
0.255136751,0.315991715,0.405832651,0.210517692,0.571128466,0.616350343,0
0.117120386,0.269897064,0.110323939,0.053585182,0.38701745,0.163909121,0
0.049680552,0.246320079,0.181343547,0.387443562,0.29600063,0.568787109,0
0.109123997,0.329317691,0.444420608,0.216787024,0.438441688,0.661207631,0
0.1180643,0.253257746,0.214219473,0.456228611,0.371322046,0.670448084,0
0.171740236,0.272178241,0.084385284,0.286530693,0.443918477,0.370915977,0
0.304370327,0.420102579,0.416835653,0.190348592,0.724472906,0.607184245,0
0.161170213,0.136388991,0.177904306,0.327399398,0.297559204,0.505303705,0
0.062445926,0.423966798,0.347334702,0.423687002,0.486412725,0.771021704,0
0.30100866,0.12660272,0.223670875,0.084516717,0.42761138,0.308187592,0
0.099087618,0.086846015,0.276637488,0.286286048,0.185933632,0.562923536,0
0.262066627,0.151199007,0.135391613,0.095911155,0.413265633,0.231302768,0
0.368621971,0.457653811,0.211367071,0.227634918,0.826275782,0.439001989,0
0.461018968,0.124285411,0.425121988,0.401343164,0.58530438,0.826465152,0
0.024227586,0.482458344,0.372399316,0.264959919,0.506685931,0.637359235,0
0.411218562,0.125805059,0.248333969,0.057847984,0.537023621,0.306181953,0
0.443268002,0.247957725,0.385744424,0.400952838,0.691225727,0.786697262,0
0.007462591,0.074711843,0.414186287,0.1445802,0.082174434,0.558766487,0
0.163283054,0.073155123,0.419071865,0.096896266,0.236438177,0.515968131,0
0.106724939,0.404143124,0.464754777,0.022743512,0.510868064,0.487498289,0
0.278762056,0.109431706,0.136496782,0.315138395,0.388193762,0.451635177,0
0.148932229,0.288560018,0.098995219,0.454867482,0.437492247,0.553862701,0
0.2576875,0.288227893,0.47407298,0.018921867,0.545915393,0.492994847,0
0.447620292,0.263462585,0.460075364,0.406736174,0.711082877,0.866811538,0
0.338151656,0.023579718,0.152919093,0.392543377,0.361731373,0.54546247,0
0.104131874,0.268333456,0.365974022,0.209827061,0.37246533,0.575801082,0
0.276501678,0.497268307,0.321722431,0.170119416,0.773769985,0.491841846,0
0.273187777,0.011218821,0.494706961,0.278704077,0.284406598,0.773411038,0
0.444156093,0.375795367,0.410713895,0.139867231,0.819951459,0.550581126,0
0.49060802,0.071543026,0.24023655,0.442969149,0.562151046,0.683205699,0
0.405210494,0.496899158,0.432134267,0.205084569,0.902109652,0.637218836,0
0.119683062,0.316043535,0.132129057,0.08492613,0.435726597,0.217055187,0
0.200510333,0.151211925,0.032167606,0.286741897,0.351722258,0.318909504,0
0.083724284,0.176275698,0.477091509,0.173913478,0.259999982,0.651004987,0
0.305111603,0.472707864,0.072919382,0.093853147,0.777819467,0.166772529,0
0.167904337,0.214290244,0.324051213,0.487624338,0.382194581,0.81167555,0
0.134710554,0.046919225,0.165745806,0.025334422,0.181629779,0.191080228,0
0.241943207,0.174157732,0.138167065,0.322653354,0.416100939,0.460820419,0
0.259368789,0.440082387,0.378422015,0.260278,0.699451176,0.638700015,0
0.097865821,0.309991513,0.477976959,0.459900685,0.407857334,0.937877644,0
0.446122108,0.446464676,0.193037628,0.324871458,0.892586784,0.517909087,0
0.356452179,0.282356773,0.020355401,0.022749231,0.638808951,0.043104632,0
0.338873069,0.010514329,0.372449141,0.068662554,0.349387398,0.441111695,0
0.230774996,0.097325957,0.383239664,0.407617104,0.328100953,0.790856768,0
0.340530774,0.199104594,0.410410451,0.309238706,0.539635368,0.719649157,0
0.176711575,0.093143491,0.358129984,0.359751959,0.269855066,0.717881943,0
0.27384924,0.246709389,0.160421383,0.194756904,0.520558628,0.355178287,0
0.271570395,0.306084353,0.223413021,0.306578921,0.577654749,0.529991942,0
0.087767395,0.411588623,0.062370465,0.169601084,0.499356018,0.16553909,3_4
0.478291204,0.005049763,0.030306301,0.13611752,0.483340967,0.166423821,0
0.408102877,0.209349097,0.185817456,0.225710729,0.617451974,0.411528185,0
0.426630178,0.332090031,0.258075241,0.364687519,0.758720209,0.62276276,0
0.380003139,0.320457913,0.414193983,0.018730428,0.700461052,0.432924412,0
0.443572841,0.238726268,0.1598385,0.184283261,0.682299109,0.344121761,0
0.186587116,0.022292541,0.496926654,0.495014825,0.208879657,0.991941478,0
0.487662137,0.423164541,0.188124221,0.162046436,0.910826678,0.350170657,0
0.211207942,0.225442007,0.310039852,0.472486937,0.436649949,0.782526789,0
0.150108987,0.007984534,0.0288915,0.426406039,0.158093521,0.455297539,0
0.103976535,0.281385163,0.405392783,0.378103476,0.385361697,0.783496259,0
0.193886726,0.444838156,0.412442983,0.160955773,0.638724882,0.573398755,0
0.383079422,0.255177625,0.240571008,0.234871053,0.638257046,0.475442061,0
0.18091108,0.33958606,0.436771647,0.392951138,0.52049714,0.829722785,0
0.01640098,0.217508771,0.34381027,0.033896318,0.233909751,0.377706588,0
0.152907725,0.318164147,0.154525493,0.250626477,0.471071872,0.40515197,0
0.399419843,0.338278527,0.295965812,0.145031456,0.73769837,0.440997268,0
0.277671464,0.382960316,0.209657386,0.265949241,0.66063178,0.475606628,0
0.298753345,0.250442322,0.148826112,0.087401257,0.549195667,0.236227369,0
0.160000722,0.404783651,0.231220994,0.310523111,0.564784373,0.541744105,0
0.408284694,0.245387665,0.394591613,0.227080036,0.653672359,0.62167165,0
0.047827659,0.281907667,0.072319071,0.037283372,0.329735325,0.109602443,0
0.417595764,0.383079568,0.038759739,0.130983725,0.800675332,0.169743464,0
0.038985913,0.260117742,0.460581887,0.329556012,0.299103654,0.790137899,0
0.368398905,0.47151318,0.335545759,0.262400702,0.839912085,0.597946461,0
0.349765667,0.045321703,0.444707788,0.023345699,0.395087371,0.468053487,0
0.354541395,0.213785059,0.397132466,0.181150666,0.568326454,0.578283132,0
0.144006732,0.393128134,0.120452699,0.070713882,0.537134866,0.191166581,0
0.083022338,0.297212766,0.448449604,0.464607964,0.380235104,0.913057568,0
0.213204219,0.170596688,0.102861594,0.010064035,0.383800907,0.112925629,0
0.279760427,0.176937296,0.236334784,0.403945944,0.456697724,0.640280728,0
0.107312419,0.4836606,0.419286474,0.249014524,0.590973019,0.668300997,0
0.393980807,0.199541245,0.212175183,0.119163517,0.593522051,0.3313387,0
0.232203712,0.226170383,0.050218935,0.054475361,0.458374094,0.104694296,0
0.173336064,0.045687802,0.047821635,0.142032064,0.219023866,0.189853699,0
0.128560876,0.038471957,0.22144987,0.315726539,0.167032833,0.537176409,0
0.200987798,0.201592189,0.351402849,0.326703788,0.402579987,0.678106637,0
0.474195654,0.299702542,0.257472602,0.236884879,0.773898197,0.494357481,0
0.267311757,0.109206421,0.476724718,0.437830099,0.376518178,0.914554816,0
0.066867816,0.275356468,0.050161229,0.176779486,0.342224284,0.226940715,0
0.487536803,0.465184828,0.351226034,0.335573474,0.952721631,0.686799509,0
0.467430565,0.433424825,0.41905312,0.015160543,0.900855391,0.434213664,0
0.343655326,0.183144888,0.126769415,0.082592762,0.526800214,0.209362177,0
0.155345452,0.474916856,0.20187214,0.047677445,0.630262308,0.249549585,0
0.003219366,0.485786247,0.415648457,0.117937945,0.489005613,0.533586402,0
0.355826555,0.057444518,0.142334384,0.119415006,0.413271073,0.261749391,0
0.023996218,0.499594143,0.380787825,0.042681673,0.523590361,0.423469498,0
0.191961712,0.088101226,0.017851627,0.394821696,0.280062938,0.412673324,0
0.458211184,0.119402256,0.133604358,0.321979745,0.57761344,0.455584103,0
0.163656208,0.441917347,0.238543391,0.161088617,0.605573555,0.399632008,0
0.288967765,0.305138818,0.249258815,0.492176601,0.594106582,0.741435415,0
0.298356424,0.024354629,0.365848799,0.438771845,0.322711053,0.804620644,0
0.00269821,0.07624254,0.133817849,0.382524605,0.07894075,0.516342455,0
0.062594281,0.116108982,0.300124654,0.337352831,0.178703263,0.637477484,0
0.397252085,0.34777164,0.180145614,0.136017044,0.745023725,0.316162658,0
0.333053443,0.17310408,0.227559332,0.141625311,0.506157522,0.369184643,0
0.049041429,0.144089109,0.020681118,0.446866721,0.193130537,0.46754784,0
0.044467074,0.302444738,0.109123442,0.29692805,0.346911812,0.406051492,0
0.055548187,0.067299807,0.4550259,0.109649857,0.122847994,0.564675757,0
0.163469267,0.074809669,0.359057289,0.152106483,0.238278937,0.511163773,0
0.378154879,0.46690668,0.366360769,0.043679503,0.845061559,0.410040272,0
0.493497231,0.337445834,0.452962143,0.181068439,0.830943065,0.634030582,0
0.201321929,0.237089173,0.401940369,0.355109538,0.438411103,0.757049907,0
0.36716425,0.444063204,0.479413074,0.272427564,0.811227455,0.751840638,0
0.486796992,0.224255579,0.403848386,0.051134352,0.711052571,0.454982738,0
0.31465717,0.233807952,0.334299676,0.481794114,0.548465122,0.816093791,0
0.41048476,0.042688222,0.452336975,0.090693341,0.453172982,0.543030315,0
0.158240737,0.002967169,0.20630685,0.110954221,0.161207905,0.317261071,0
0.138197422,0.422773417,0.028824401,0.017587372,0.560970839,0.046411773,0
0.211579246,0.064197311,0.100178225,0.201283285,0.275776557,0.30146151,0
0.095983742,0.179563909,0.14958568,0.307833096,0.275547651,0.457418776,0
0.136516138,0.34478501,0.391618865,0.246815246,0.311191357,0.638434111,1_2
0.017756547,0.208340152,0.408358589,0.126786179,0.226096698,0.535144768,0
0.077324032,0.006914032,0.15659243,0.184582809,0.084238063,0.341175239,0
0.410023482,0.348114177,0.164050047,0.419797022,0.758137659,0.583847068,0
0.159977581,0.49616313,0.039233566,0.346350573,0.656140711,0.385584139,0
0.46738774,0.424246084,0.295689722,0.465565012,0.891633824,0.761254734,0
0.240011388,0.469372728,0.420536368,0.12404192,0.709384115,0.544578287,0
0.219354487,0.093949589,0.097497118,0.35914177,0.313304076,0.456638888,0
0.404456482,0.084859368,0.068249162,0.341707007,0.48931585,0.409956169,0
0.097005828,0.026300168,0.184364235,0.283426437,0.123305995,0.467790672,0
0.482874597,0.188304046,0.106379567,0.247858163,0.671178643,0.354237731,0
0.081487729,0.231605177,0.419573196,0.422542935,0.313092906,0.842116131,0
0.253739302,0.120119128,0.230391695,0.344050024,0.37385843,0.574441719,0
0.065845563,0.448280546,0.03354218,0.024149916,0.514126109,0.057692097,0
0.307378305,0.431995967,0.0388612,0.294428487,0.739374271,0.333289687,0
0.065142911,0.146090084,0.251865294,0.083897784,0.211232995,0.335763078,0
0.287695193,0.316982641,0.182810713,0.095623905,0.604677834,0.278434617,0
0.210666796,0.054874883,0.032876791,0.023454361,0.265541679,0.056331153,0
0.309287973,0.396791457,0.375133335,0.200463079,0.706079431,0.575596414,0
0.383177387,0.214478167,0.027695046,0.227884448,0.597655554,0.255579495,0
0.244933211,0.068724677,0.04146423,0.444859682,0.313657888,0.486323912,0
0.1552782,0.101003413,0.308361314,0.10150791,0.256281613,0.409869224,0
0.357930844,0.271845615,0.276082501,0.070402892,0.62977646,0.346485394,0
0.479660855,0.124767489,0.096176969,0.392125834,0.604428344,0.488302802,0
0.179955386,0.492812297,0.198323184,0.426876346,0.672767683,0.62519953,0
0.267138813,0.345444626,0.191366403,0.219672344,0.612583439,0.411038747,0
0.384674649,0.139850672,0.312663697,0.498136383,0.52452532,0.81080008,0
0.446682207,0.239996488,0.359634937,0.103971613,0.686678695,0.46360655,0
0.402010165,0.290343837,0.384635986,0.427840912,0.692354002,0.812476897,0
0.194004658,0.404106751,0.251865669,0.348486868,0.598111409,0.600352537,0
0.356132633,0.096133706,0.241054886,0.026938987,0.452266338,0.267993873,0
0.149951297,0.088562985,0.465958309,0.418006806,0.238514282,0.883965116,0
0.316368776,0.325601282,0.200038503,0.180189112,0.641970057,0.380227615,0
0.16231833,0.36610864,0.411653787,0.127837077,0.52842697,0.539490864,0
0.196403978,0.182554883,0.463064775,0.353904257,0.37895886,0.816969032,0
0.370118813,0.32572903,0.177093665,0.462660902,0.695847843,0.639754566,0
0.448078579,0.013342723,0.02032834,0.077508963,0.461421302,0.097837303,0
0.324478622,0.406997187,0.383400246,0.494240608,0.731475809,0.877640854,0
0.426049324,0.334775117,0.126473921,0.324603778,0.760824441,0.451077699,0
0.023496051,0.016641653,0.096468458,0.360685765,0.040137704,0.457154223,0
0.329902798,0.362136126,0.455659872,0.140974443,0.692038925,0.596634314,0
0.194665339,0.260629073,0.429228603,0.21266399,0.455294412,0.641892593,0
0.218968455,0.321557163,0.189731951,0.184010953,0.540525618,0.373742904,0
0.004754409,0.458430882,0.05492239,0.169353571,0.463185291,0.224275961,0
0.422709533,0.473134819,0.313393553,0.469129625,0.895844352,0.782523177,0
0.370110461,0.430117388,0.073997526,0.190190384,0.800227849,0.26418791,0
0.073238979,0.271740746,0.441992546,0.445950015,0.344979725,0.887942561,0
0.393130981,0.136306656,0.027726503,0.347308692,0.529437637,0.375035195,0
0.325761089,0.365887642,0.396841298,0.16920559,0.691648731,0.566046888,0
0.46782081,0.305977898,0.347699196,0.419426656,0.773798708,0.767125852,0
0.201846812,0.174331753,0.064884652,0.036607853,0.376178565,0.101492505,0
0.183126386,0.293021435,0.497862412,0.378746824,0.476147821,0.876609236,0
0.32923016,0.230631426,0.182720492,0.347936554,0.559861586,0.530657046,0
0.060646407,0.293285612,0.097095627,0.059194503,0.353932019,0.15629013,0
0.225415095,0.368270513,0.09594274,0.010936746,0.593685607,0.106879486,0
0.270720886,0.211102027,0.479745518,0.367768839,0.481822913,0.847514357,0
0.312963736,0.111899757,0.402630707,0.424021764,0.424863493,0.826652471,0
0.325637615,0.23282381,0.417967384,0.013735018,0.558461424,0.431702402,0
0.131318831,0.366850221,0.189135575,0.233639155,0.498169053,0.42277473,0
0.22060786,0.327608535,0.288977137,0.194789747,0.548216395,0.483766884,0
0.176639748,0.291327532,0.162483451,0.32829473,0.467967279,0.49077818,0
0.182060479,0.326218592,0.392370792,0.483086696,0.508279071,0.875457489,0
0.002820075,0.260616828,0.084499751,0.063327442,0.263436904,0.147827192,0
0.476323511,0.247868685,0.465144035,0.293086672,0.724192196,0.758230707,0
0.293015253,0.246930861,0.083831687,0.331737313,0.539946114,0.415569,0
0.350486642,0.117224274,0.411823942,0.416016235,0.467710916,0.827840177,0
0.175604499,0.198774338,0.387786366,0.079203648,0.374378837,0.466990015,0
0.027463548,0.4908913,0.445251412,0.152381808,0.518354848,0.59763322,0
0.341049776,0.380796483,0.28715788,0.137443618,0.721846259,0.424601499,0
0.146395238,0.28012821,0.420856918,0.174307254,0.426523448,0.595164172,0
0.266947436,0.123127382,0.217504471,0.225183924,0.390074818,0.442688395,0
0.150652275,0.337235591,0.197401625,0.445063208,0.487887866,0.642464833,0
0.222236998,0.475640768,0.418262407,0.035275878,0.697877766,0.453538285,0
0.16433423,0.255449492,0.386689755,0.138919516,0.419783722,0.525609272,0
0.14254525,0.30650205,0.135110188,0.039921775,0.4490473,0.175031963,0
0.308745443,0.250125966,0.206873371,0.109433566,0.558871409,0.316306937,0
0.397783425,0.357346519,0.348093344,0.184072103,0.755129944,0.532165448,0
0.176070068,0.364507102,0.448864661,0.341206824,0.54057717,0.790071485,0
0.206940921,0.136760018,0.112657956,0.449850013,0.343700939,0.562507969,0
0.271865894,0.050552991,0.339656344,0.177540694,0.322418885,0.517197037,0
0.367589319,0.338968414,0.205531952,0.115988816,0.706557733,0.321520768,0
0.44647836,0.433835722,0.319773875,0.0338996,0.880314082,0.353673475,0
0.2727031,0.141303743,0.40527943,0.34636206,0.414006844,0.75164149,0
0.085112539,0.396707258,0.211914127,0.176198845,0.481819797,0.388112972,0
0.383125644,0.493579285,0.413135546,0.253327994,0.876704929,0.66646354,0
0.350991896,0.174555282,0.181683114,0.450114325,0.525547178,0.631797439,0
0.440782461,0.335927577,0.124688596,0.366905366,0.776710038,0.491593963,0
0.131971344,0.261464795,0.452571449,0.010697295,0.393436139,0.463268744,0
0.216111432,0.197726897,0.365957021,0.02934814,0.432056913,0.395305161,1_2
0.340250117,0.284310319,0.022628712,0.186273766,0.624560436,0.208902477,0
0.145695436,0.420455312,0.34418382,0.158024034,0.566150748,0.502207854,0
0.305935588,0.068711665,0.371024324,0.098055384,0.374647253,0.469079708,0
0.380352913,0.092224477,0.472317926,0.214919179,0.47257739,0.687237104,0
0.356994893,0.07915621,0.149931568,0.440135964,0.436151103,0.590067531,0
0.466728483,0.1924915,0.144093701,0.009753502,0.659219983,0.153847202,0
0.171323081,0.220190825,0.488316226,0.020225713,0.391513906,0.508541939,0
0.311547377,0.433393884,0.159367133,0.226339527,0.744941261,0.38570666,0
0.247938954,0.323624461,0.483577764,0.178462867,0.002716511,0.662040631,1_2
0.116083279,0.48564157,0.128947366,0.19801243,0.601724848,0.326959796,0
0.353869847,0.463784914,0.450132605,0.462199939,0.817654761,0.912332544,0
0.430423145,0.438624784,0.023199392,0.18393897,0.869047929,0.207138361,0
0.158081369,0.130655291,0.298066058,0.374251752,0.288736661,0.67231781,0
0.046564299,0.184619811,0.254922938,0.376652612,0.23118411,0.631575549,0
0.126539558,0.017802064,0.396370906,0.331961458,0.144341622,0.728332365,0
0.20974396,0.462479571,0.307152236,0.328001156,0.67222353,0.635153392,0
0.046693461,0.444583325,0.014244345,0.485169133,0.491276787,0.499413478,0
0.169161257,0.198105151,0.296821936,0.107647179,0.367266408,0.404469114,0
0.3480051,0.343161384,0.052567513,0.023667257,0.691166483,0.07623477,0
0.205263743,0.217665249,0.076604314,0.243196231,0.422928992,0.319800545,0
0.143469,0.245603972,0.250679691,0.338826424,0.389072972,0.589506116,0
0.315524875,0.421221328,0.153653576,0.00237031,0.736746203,0.156023887,0
0.483092878,0.492869722,0.43125719,0.24262412,0.9759626,0.67388131,0
0.049724762,0.26951531,0.235333753,0.061925566,0.319240071,0.297259319,0
0.344183957,0.131353759,0.358127126,0.186693968,0.475537717,0.544821095,0
0.364705936,0.277052862,0.423300905,0.279393056,0.641758798,0.702693961,0
0.401726368,0.404300044,0.345917329,0.491295871,0.806026411,0.837213201,0
0.055317588,0.211593314,0.107766671,0.268409378,0.266910902,0.376176049,0
0.070266985,0.100052692,0.080708842,0.108069981,0.170319677,0.188778823,0
0.279974234,0.116224665,0.29424529,0.462347962,0.396198899,0.756593251,0
0.061775213,0.479996523,0.233797089,0.401786499,0.541771736,0.635583588,0
0.07568586,0.146602417,0.139814964,0.016072942,0.222288277,0.155887906,0
0.091553155,0.068655612,0.478280758,0.395107846,0.160208768,0.873388604,0
0.335863934,0.313229365,0.271727109,0.178341615,0.6490933,0.450068725,0
0.440979147,0.19533917,0.1239354,0.23942488,0.636318317,0.36336028,0
0.111694412,0.43336205,0.394929392,0.233811687,0.545056461,0.628741079,0
0.123386995,0.353328279,0.079521142,0.139876577,0.476715274,0.219397719,0
0.367322365,0.169172588,0.301929677,0.152577053,0.536494953,0.45450673,0
0.11829371,0.325808314,0.448544249,0.424566224,0.444102023,0.873110473,0
0.417841204,0.232833608,0.084981543,0.4037658,0.650674812,0.488747343,0
0.220504549,0.182701906,0.089933137,0.09684883,0.403206455,0.186781967,0
0.157110302,0.049642048,0.456347011,0.209140449,0.206752351,0.665487461,0
0.22690384,0.465804487,0.43655963,0.317763751,0.692708327,0.754323381,0
0.464268858,0.474337625,0.284371326,0.017318544,0.938606483,0.30168987,0
0.118193606,0.16033884,0.308471027,0.066095546,0.278532446,0.374566573,0
0.099523892,0.138201743,0.037320972,0.412830013,0.237725636,0.450150986,0
0.391100166,0.120812039,0.045789663,0.490114181,0.511912205,0.535903843,0
0.429831887,0.36089744,0.423371852,0.385220881,0.790729327,0.808592733,0
0.381029713,0.149586798,0.293450295,0.108348713,0.530616511,0.401799008,0
0.156138748,0.093153459,0.020670352,0.404291861,0.249292207,0.424962212,0
0.328748133,0.065200072,0.105547809,0.072997851,0.393948204,0.17854566,0
0.317945788,0.044677808,0.423307622,0.400352727,0.362623596,0.823660349,0
0.324893529,0.146132568,0.149742854,0.239001627,0.471026097,0.388744481,0
0.063802819,0.31523837,0.361856128,0.118651187,0.379041189,0.480507315,0
0.476384164,0.127872618,0.036754669,0.107480319,0.604256782,0.144234987,0
0.407073545,0.335110642,0.236229781,0.210258868,0.742184187,0.44648865,0
0.239426069,0.475621833,0.283193374,0.28650452,0.715047902,0.569697894,0
0.060914161,0.18494442,0.136609672,0.254659642,0.245858581,0.391269314,0
0.257624165,0.133061973,0.10034385,0.342119851,0.390686137,0.442463701,0
0.010498679,0.409043614,0.173486634,0.271994723,0.419542293,0.445481357,0
0.305227538,0.145705303,0.229988238,0.38789514,0.450932841,0.617883378,0
0.02582445,0.041523211,0.333775972,0.161621628,0.067347661,0.495397601,0
0.421703705,0.04356989,0.481394439,0.122664269,0.465273594,0.604058708,0
0.179493635,0.256096131,0.378230414,0.091753014,0.435589765,0.469983428,0
0.471353502,0.199428437,0.063182172,0.07019542,0.670781939,0.133377592,0
0.149944021,0.094740427,0.367064268,0.370847258,0.244684448,0.737911526,0
0.107285873,0.189600006,0.037030438,0.154504762,0.29688588,0.191535201,0
0.192532314,0.441841421,0.396847114,0.321101155,0.634373735,0.717948269,0
0.019383523,0.372415131,0.491566469,0.348636879,0.391798654,0.840203348,0
0.045236202,0.428011009,0.3633371,0.362943916,0.473247211,0.726281017,0
0.436993543,0.260942765,0.141640513,0.16215497,0.697936308,0.303795484,0
0.040526835,0.481419201,0.096460443,0.223849105,0.521946037,0.320309548,0
0.102789344,0.018801572,0.491598996,0.182748171,0.121590916,0.674347166,0
0.143045633,0.390561683,0.462986386,0.190462923,0.533607316,0.653449309,0
0.431467615,0.405765972,0.298286897,0.061517671,0.837233587,0.359804569,0
0.201064243,0.380024594,0.304363595,0.384221194,0.581088836,0.688584789,0
0.115036227,0.110463382,0.023172573,0.364182493,0.225499608,0.387355066,0
0.481444426,0.389791531,0.068512856,0.498938604,0.871235957,0.567451459,0
0.019091486,0.06971663,0.018872484,0.303232566,0.088808116,0.32210505,0
0.121821052,0.493383095,0.210014069,0.463330323,0.615204148,0.673344391,0
0.355207822,0.022173519,0.243884681,0.396304749,0.377381341,0.64018943,0
0.21491127,0.460878521,0.298299817,0.492823731,0.675789791,0.791123548,0
0.182334542,0.404760472,0.085586221,0.321064579,0.587095014,0.4066508,0
0.152719892,0.337084743,0.263484767,0.149932317,0.489804635,0.413417084,0
0.381198316,0.469659348,0.267876247,0.119656508,0.850857664,0.387532755,0
0.138864265,0.440501857,0.123038321,0.013550699,0.579366123,0.136589021,0
0.142204052,0.088812946,0.082447053,0.001170235,0.231016997,0.083617287,0
0.425573264,0.235822788,0.21192197,0.396158659,0.661396052,0.608080629,0
